Ranking,Freq.,Characters,Syllable,Words(Explanation) / Remarks
1421,961,姓,sing3,"姓氏, 姓名, 百姓"
1422,960,刊,hon1,"刊行, 刊印, 刊物, 刊載, 刊落, 刊誤, 刊頭, 刊謬, 月刊, 期刊, 報刊"
1422,960,刊,hon2,「刊hon1」的異讀字
1423,959,畜,cuk1,"畜牧, 畜養, 畜生, 畜牲, 六畜"
1424,959,飽,baau2,"飽受, 飽和, 飽滿, 吃飽"
1425,956,獎,zoeng2,"獎勵, 褒獎, 獎券, 獎品, 獎學金, 獎章, 獎狀, 獎助, 獎賞, 獎盃"
1426,956,鋁,leoi5,"鋁窗, 鋁錠, 鋁板"
1427,955,余,jyu4,(1)姓氏 (2)我 (3) 同「餘」字
1428,954,鬼,gwai2,"鬼混, 鬼斧神工, 鬼屋, 鬼話, 鬼神, 鬼魂, 鬼火, 鬼臉"
1429,953,麗,lai6,"麗澤, 美麗, 壯麗, 附麗, 亮麗, 高麗(韓國古稱謂之一)"
1429,953,麗,lei4,魚麗(詩經小雅篇名)
1430,952,挖,waa1,「挖waat3」的異讀字
1430,952,挖,waat3,"挖苦, 挖掘, 挖角, 挖空心思"
1431,952,跨,kwaa1,坐
1431,952,跨,kwaa3,"跨度, 跨過, 跨越"
1432,952,默,mak6,"默契, 緘默, 沉默, 默認"
1433,950,鏈,lin2,「鏈lin4」的異讀字
1433,950,鏈,lin4,"鏈條, 鏈子, 鏈椎, 鎖鏈"
1433,950,鏈,lin6,「鏈lin4」的異讀字
1434,949,仿,fong2,"仿古, 模仿, 仿佛, 仿效, 仿造, 仿照, 仿單"
1434,949,仿,pong4,"仿偟, 仿佯"
1435,947,掃,sou2,「掃sou3」的異讀字
1435,947,掃,sou3,"掃平, 掃尾, 掃盲, 掃射, 掃除, 掃黃, 掃描, 掃墓, 掃蕩, 掃興, 掃愁帚, 掃眉才子"
1436,946,喝,jit3,聲之幽者
1436,946,喝,hot3,"喝茶, 喝采, 喝酒, 呼喝, 喝令, 喝完, 喝水, 喝醉, 當頭棒喝, 吃喝玩樂"
1437,941,袋,doi6,"袋鼠, 布袋, 酒囊飯袋, 袋熊, 口袋, 暗袋, 紙袋, 塑膠袋, 皮袋, 錢袋, 手袋, 背袋, 睡袋, 煙袋, 熱水袋, 眼袋, 腦袋, 掉書袋"
1438,939,殼,hok3,"貝殼, 甲殼, 軀殼, 地殼, 枳殼, 外殼"
1439,939,炭,taan3,"木炭, 炭化, 炭精"
1440,937,幕,mok6,"幕僚, 帳幕, 帷幕, 揭幕"
1441,937,諸,zyu1,"諸公, 諸葛, 諸君, 諸侯, 諸子百家, 失諸交臂"
1442,935,弧,wu4,"弧形, 弧線, 弧度, 括弧"
1443,933,污,waa1,下陷
1443,933,污,wu1,"污染, 貪污"
1443,933,污,wu3,酒污
1444,928,勵,lai6,"勵志, 勵行, 鼓勵, 激勵, 勵精圖治"
1445,922,梅,mui4,"梅花, 梅子, 梅雨季節, 梅紅, 梅毒, 梅開二度, 梅香, 寒梅"
1446,920,奶,naai1,「奶naai5」的異讀字
1446,920,奶,naai4,「奶naai5」的異讀字
1446,920,奶,naai5,"奶媽, 奶母, 牛奶, 奶奶, 奶名, 奶油"
1447,919,潔,git3,"潔白, 清潔, 潔身自愛, 潔淨, 潔癖, 廉潔, 光潔, 皎潔, 簡潔, 貞潔, 整潔, 純潔, 聖潔, 心誠意潔, 冰清玉潔"
1448,919,災,zoi1,"災害, 災難, 天災人禍, 災厄, 災情, 災變, 災區, 災民, 災胞, 災殃"
1449,919,舟,zau1,"舟山, 舟山群島, 舟車"
1450,918,鑒,gaam3,同「鑑」字
1451,917,苯,bun2,有機化合物
1452,917,訟,zung6,"訟案, 訟費, 訟事"
1453,916,抱,paau1,同「拋」字
1453,916,抱,bou6,同「菢」字
1453,916,抱,pou5,"抱負, 懷抱, 抱歉, 抱怨"
1454,916,毀,wai2,"毀滅, 毀壞, 毀掉, 毀譽, 毀傷, 毀害"
1455,913,懂,dung2,"懂事, 懵懂, 懂勁(太極拳術語)明白、了解"
1456,909,寒,hon4,"寒假, 寒冬, 寒冷, 寒流, 寒暑, 寒風, 寒暄, 寒心, 寒酸, 寒氣, 寒喧, 寒微, 寒光, 寒帶, 寒舍, 寒窗, 寒梅, 寒衣, 寒霜, 寒蟬, 寒林, 寒山"
1457,907,智,zi3,"智慧, 明智, 見仁見智, 智能, 智力, 智囊, 智商, 智者, 智識, 智謀, 睿智, 理智, 機智, 智勇雙全, 大智若愚, 情急智生"
1458,904,寄,gei3,"寄信, 寄望, 寄人籬下, 寄託, 寄存, 寄件人, 寄語, 寄情, 寄居, 寄宿, 寄生蟲, 寄養"
1459,903,屆,gaai3,"屆時, 屆滿, 屆臨, 無遠弗屆(1)到達 (2)定期舉行的活動的計算單位 (3)臚列某種職務或身分的次第單位 "
1460,903,躍,tik1,同「趯」字
1460,903,躍,joek3,「躍joek6」的異讀字
1460,903,躍,joek6,"躍躍欲試, 踴躍, 魚躍龍門, 躍進, 跳躍, 雀躍, 龍騰虎躍, 魚躍鳶飛"
1461,902,挑,tiu1,"挑戰, 擔挑, 挑撥離間, 挑毛病, 挑夫, 挑剔, 挑唆, 挑逗, 挑釁, 單挑, 高挑, 挑燈夜讀, 精挑細選, 獨挑大梁"
1461,902,挑,tiu5,「挑tiu1」的異讀字
1461,902,挑,tou1,挑達(輕儇跳躍的樣子)
1462,902,渡,dou6,"渡過, 渡海, 渡船, 引渡, 普渡眾生"
1463,900,丹,daan1,"丹青, 丹藥, 丹心, 丹楓, 牡丹, 丹田, 丹桂, 內丹"
1464,900,艱,gaan1,"艱苦, 時艱, 舉步維艱, 艱辛, 艱難, 艱鉅, 艱澀, 艱深, 艱貞, 艱虞, 艱苦卓絕"
1465,897,貝,bui3,"貝類, 貝殼, 寶貝"
1466,896,拔,bat6,"拔掉, 拔擢, 拔河, 拔除, 拔牙, 拔刀相助"
1467,896,爹,de1,"爹娘, 老爹, 乾爹, 親爹, 阿爹"
1468,894,戴,daai3,"愛戴, 負戴, 戴上, 推戴, 擔戴, 頂戴"
1469,889,碼,maa5,"碼頭, 電碼, 尺碼, 籌碼"
1470,888,芽,ngaa4,"萌芽, 發芽"
1471,883,碰,pung3,"碰到, 碰撞, 碰壁, 碰面, 碰頭, 碰巧, 碰見, 碰傷, 碰擊, 碰壞"
1472,883,赤,cek3,「赤cik3」的異讀字，口語讀音
1472,883,赤,cik3,"赤子, 赤心, 赤手, 赤立, 赤色, 赤金, 赤兔, 赤烏, 赤族, 赤貧, 赤誠, 赤腳, 赤口毒舌, 赤縣神州"
1473,882,漁,jyu4,"漁船, 漁民, 漁港, 漁獲, 漁具, 漁網"
1474,880,哭,huk1,"哭泣, 哭訴, 哭聲, 哭號"
1475,880,鉛,jyun4,"鉛筆, 鉛球, 鉛丹, 鉛字"
1476,879,敬,ging3,"敬重, 恭敬, 敬業樂群, 敬佩, 敬愛, 敬仰, 敬畏, 敬禮, 敬賀, 敬拜, 敬老尊賢, 敬而遠之, 敬謝不敏"
1477,878,顆,fo2,"顆粒, 一顆心"
1477,878,顆,fo3,土塊
1478,877,奔,ban1,"狂奔, 奔跑"
1478,877,奔,ban3,「奔ban1」的異讀字
1479,875,欲,juk6,"欲望, 意欲, 欲蓋彌彰, 欲求, 物欲, 縱欲, 欲罷不能, 欲擒故縱, 欲語還休, 無欲則剛"
1480,871,仲,zung6,"仲夏, 昆仲, 不相伯仲, 仲裁, 仲介"
1481,871,柯,o1,(1)姓氏 (2)草木枝莖 (3)斧柄
1481,871,柯,ngo1,「柯o1」的異讀字
1482,870,稀,hei1,"稀少, 稀有, 稀奇, 稀疏, 稀薄, 稀奇古怪, 依稀, 鴻稀鱗絕"
1483,870,虎,fu2,"老虎, 虎頭蛇尾, 虎視眈眈"
1484,868,妹,mui6,"姊妹, 妹夫, 妹妹"
1485,867,乏,fat6,"乏味, 缺乏, 乏善可陳, 疲乏, 貧乏, 乏力, 乏人問津"
1486,866,珍,zan1,"珍貴, 珍惜, 珍藏, 珍品, 珍重, 珍愛, 袖珍"
1487,865,桌,coek3,「桌zoek3」的異讀字
1487,865,桌,zoek3,"桌子, 桌布, 桌面, 書桌, 飯桌"
1488,865,申,san1,"申請, 申報, 申訴, 申冤, 申辯, 申述"
1489,865,遵,zeon1,"遵守, 遵行, 遵命, 遵從, 遵照, 遵囑, 遵養時晦, 恪遵"
1489,865,遵,zyun1,「遵zeon1」的異讀字
1490,864,允,wan5,"允許, 允諾, 允當, 允准, 允文允武, 應允"
1490,864,允,jyun4,允吾(甘肅省縣名)
1491,863,螺,lo4,"螺旋, 田螺, 法螺, 大吹法螺, 螺髻, 螺釘"
1492,863,隆,naam4,終隆山(即終南山)
1492,863,隆,lung4,"隆興, 隆盛, 隆昌, 隆起"
1493,860,倉,cong1,"倉庫, 倉儲, 倉促, 倉皇, 倉猝"
1494,860,魏,ngai4,高大貌
1494,860,魏,ngai6,"魏國, 魏徵, 魏碑"
1495,857,曉,hiu2,"曉得, 曉諭, 破曉, 拂曉, 曉以大義"
1496,857,銳,jeoi6,"銳利, 敏銳, 銳不可當, 銳角, 銳氣, 銳減, 尖銳, 精銳, 養精蓄銳"
1497,856,征,zing1,"征收, 征服, 征戰, 征伐, 征途, 征衣"
1498,853,兼,gim1,"兼職, 兼備, 兼顧"
1499,853,氮,daam6,"氮肥, 氮素"
1500,853,隱,jan2,"隱藏, 私隱, 若隱若現, 隱瞞, 隱晦, 退隱, 豹隱, 難言之隱, 直言無隱, 隱姓埋名藏匿"
1500,853,隱,jan3,隱几而座倚靠
1501,852,牆,coeng4,"牆壁, 鬩牆, 隔牆有耳, 騎牆派, 牆頭草, 牆垣, 城牆, 變起蕭牆, 銅牆鐵壁, 路柳牆花, 紅杏出牆"
1502,852,礙,ngoi6,"礙事, 防礙, 心無罣礙, 障礙物, 礙眼, 辯才無礙, 礙手礙腳"
1503,852,赫,haak1,"赫奕, 赫怒, 赫然, 赫羲, 赫戲, 赫赫之光, 顯赫"
1503,852,赫,hak1,「赫haak1」的異讀字
1504,851,忠,zung1,"忠告, 盡忠, 忠肝義膽, 忠恕, 忠孝, 忠貞, 忠義, 忠實, 忠誠, 忠信, 忠勇, 忠厚, 忠烈, 忠順, 忠臣, 忠心耿耿, 忠言逆耳, 忠孝兩全, 忠於國家, 忠厚老實"
1505,851,撥,but3,「撥but6」的異讀字
1505,851,撥,but6,"撥火, 撥弄, 撥開, 挑撥, 調撥"
1505,851,撥,put3,粵語用字
1506,850,准,zeon2,"准予, 准許, 准考證, 准將, 准假, 批准"
1507,850,肅,suk1,"嚴肅, 肅立, 肅穆, 肅靜, 肅清"
1508,849,缸,gong1,"缸子, 瓦缸, 汽缸, 水缸, 魚缸, 浴缸"
1509,848,搶,coeng1,"呼天搶地, 搶風, 搶水"
1509,848,搶,coeng2,"搶掠, 搶購, 搶白, 搶劫, 搶救, 搶修, 搶奪, 搶火, 搶水, 搶手, 搶佔, 搶步, 搶眼, 搶嘴, 搶險"
1509,848,搶,cong1,"搶攘, 攙搶"
1509,848,搶,cong2,「搶coeng1」的異讀字
1510,848,牽,hin1,"牽涉, 牽連, 牽扯, 牽制, 牽動, 牽引, 牽強, 牽掛"
1511,846,博,bok3,"博愛, 賭博, 地大物博, 博士, 博學, 博奕, 博物館, 博大精深, 博覽群書, 博大精深, 博聞強記, 旁徵博引"
1512,846,巧,haau2,"巧妙, 技巧, 巧奪天工, 巧合, 巧遇, 巧辯, 精巧, 湊巧, 巧立名目, 巧舌如簧, 巧言令色, 巧取豪奪"
1512,846,巧,kiu2,「巧haau2」的異讀字
1513,844,兄,hing1,"兄弟, 稱兄道弟, 兄友弟恭, 兄長, 兄嫂, 兄妹, 仁兄, 義兄, 父兄"
1513,844,兄,fong3,同「況」字
1514,843,杜,dou6,"杜絕, 杜撰, 杜弊, 杜康(酒之比喻)杜絕後患"
1515,843,訊,seon3,"訊息, 訊號, 審訊, 資訊"
1516,842,誠,sing4,"誠意, 誠懇, 誠實, 誠信, 誠心"
1517,841,碧,bik1,"碧潭, 碧玉, 碧海, 碧山, 碧綠, 碧波, 碧草, 碧水, 碧海青天, 碧眼, 碧色, 碧江, 碧空, 碧草如茵"
1518,841,祥,coeng4,"祥和, 祥瑞, 吉祥, 祥雲, 祥麟, 祥光"
1519,839,頁,sau2,「頁kit3」的異讀字
1519,839,頁,jip6,頁碼
1519,839,頁,kit3,部首
1520,838,巡,ceon4,"巡邏, 巡視, 巡警, 巡弋, 巡捕, 巡查, 巡察, 酒過三巡(1)往來查察 (2)量詞 "
1521,837,矩,geoi2,"矩陣, 矩形, 規矩"
1522,835,尋,cam4,"尋找, 尋求, 尋常, 找尋, 追尋, 尋花問柳, 尋人啟事, 尋幽探勝"
1523,835,悲,bei1,"悲觀, 悲劇, 悲哀, 悲傷, 悲慘, 悲痛, 悲憤, 悲慟, 悲壯, 悲歌, 悲苦, 悲歡離合, 悲從中來, 悲憫, 悲愴, 悲喜交集, 悲天憫人, 悲喜交加, 悲泣, 悲鳴, 悲涼, 悲嘆, 悲悼"
1524,835,灌,gun3,"灌輸, 澆灌, 灌醉, 灌木"
1525,835,齡,ling4,"年齡, 芳齡"
1526,834,倫,leon4,"倫理, 倫常"
1527,834,票,biu1,粵語用字
1527,834,票,biu6,票騎
1527,834,票,piu3,"票據, 車票, 套票, 股票"
1528,830,桂,gwai3,"桂冠, 桂花, 月桂, 丹桂, 桂馥蘭芳"
1529,830,聖,sing3,"聖火, 聖地, 聖經, 聖人, 聖哲, 聖賢, 聖旨, 聖雄, 聖潔, 聖靈, 聖女, 聖德, 聖明, 聖城, 聖徒, 聖恩, 聖詩, 聖典"
1530,829,恰,aam1,「恰hap1」的異讀字
1530,829,恰,hap1,"恰當, 恰好, 恰巧, 恰到好處, 恰似, 恰如其分"
1531,829,恐,hung2,"恐嚇, 恐怕, 恐怖, 恐懼, 恐慌, 恐龍"
1532,827,鄭,zeng6,"鄭重, 鄭重其事, 鄭衛之聲, 鄭人買履"
1533,825,趣,cau2,趣馬
1533,825,趣,ceoi1,通「趨」字
1533,825,趣,ceoi3,"趣味, 趣聞, 趣事, 興趣, 旨趣, 志趣"
1533,825,趣,cuk1,同「促」字
1534,824,抬,toi4,抬杠
1535,822,荒,fong1,"荒野, 開荒, 不荒不忙, 荒涼, 荒廢, 荒唐, 荒謬, 蠻荒, 饑荒, 破天荒, 天荒地老, 荒山野嶺, 兵荒馬亂, 落荒而逃, 荒誕不經"
1536,822,貼,tip3,"貼切, 體貼, 貼現率, 貼上, 貼身, 貼紙, 貼心, 貼近, 貼題, 貼金, 貼好, 津貼, 黏貼, 妥貼, 補貼"
1537,822,騰,tang4,"騰雲駕霧, 圖騰, 民怨沸騰, 奔騰, 翻騰, 折騰, 騰挪, 騰空, 飛黃騰達"
1538,821,柔,jau4,"柔和, 柔軟, 柔弱"
1539,819,滴,dik1,"滴水, 滴血, 滴水不漏, 滴酒不沾, 水滴石穿"
1539,819,滴,dik6,「滴dik1」的異讀字
1540,818,呵,o1,助詞
1540,818,呵,ho1,"呵欠, 呵斥, 呵責, 呵護, 呵佛罵祖, 呵壁問天, 一氣呵成"
1540,818,呵,ho2,「呵ho1」的異讀字
1541,818,猛,maang5,"猛烈, 猛攻, 猛然, 猛虎, 猛擊, 猛追, 猛將, 猛拍, 猛獸, 猛撞, 猛進, 猛士, 猛勇, 猛吃, 猛襲, 猛火, 猛推"
1542,815,輛,loeng6,車輛
1543,815,闊,fut3,"闊別, 闊綽, 昂首闊步, 闊落, 遼闊, 高談闊論, 海闊天空"
1544,809,勁,ging3,「勁ging6」的異讀字
1544,809,勁,ging6,"勁旅, 勁敵, 勁頭, 雄勁, 幹勁, 衝勁"
1545,807,妻,cai1,"妻子, 妻室, 妻孥, 夫妻"
1545,807,妻,cai3,作動詞用，意指把女子嫁給人
1546,806,填,zan3,通「鎮」字
1546,806,填,tin4,"填寫, 填補, 填充, 填表, 填平, 憤氣填膺"
1547,804,撤,cit3,"撤銷, 撤離, 撤回, 撤退, 撤換, 撤除, 撤職"
1548,803,儲,cyu1,「儲cyu5」的異讀字
1548,803,儲,cyu4,「儲cyu5」的異讀字
1548,803,儲,cyu5,"儲君, 儲值, 儲蓄, 儲存, 儲備"
1549,800,舍,se2,同「捨」字
1549,800,舍,se3,"舍下, 舍利子, 校舍, 宿舍"
1549,800,舍,se5,「舍se3」的異讀字
1550,799,淺,cin2,"深淺, 膚淺, 輕談淺唱, 淺薄, 淺陋, 淺色"
1550,799,淺,zin1,流水聲
1551,798,鬧,naau6,"鬧事, 鬧劇, 鬧市, 鬧翻, 喧鬧"
1552,796,擾,jiu2,「擾jiu5」的異讀字
1552,796,擾,jiu5,"擾亂, 擾攘, 干擾, 打擾"
1553,796,紫,zi2,"紫色, 紫薇, 紫荊, 紫氣東來, 紫檀, 奼紫嫣紅"
1554,796,讚,zaan3,"讚賞, 頌讚, 讚不絕口, 讚美, 讚許, 讚揚, 讚譽, 讚嘆, 稱讚, 盛讚, 誇讚"
1555,795,砂,saa1,"砂糖, 砂石, 砂礫, 砂土, 砂岩, 砂質, 砂紙, 砂布, 砂鍋, 砂層, 砂礦, 砂輪機, 砂輪, 砂眼, 砂粒"
1556,794,戲,fai1,同「麾」字
1556,794,戲,hei3,"戲子, 戲曲, 戲言, 戲弄, 戲法, 戲筆, 戲慢, 戲劇, 戲墨, 戲謔, 兒戲, 遊戲, 嬉戲"
1556,794,戲,fu1,於戲
1557,794,遞,daai3,圍繞
1557,794,遞,dai6,"遞交, 傳遞, 層遞, 遞解, 遞減, 驛遞, 郵遞, 快遞, 速遞, 遞眼色, 遞增, 遞減, 遞補, 關山迢遞(1)傳送 (2)更迭 (3)順序 "
1557,794,遞,sai6,同「逝」字
1558,793,吊,diu3,"吊橋, 吊起, 吊唁, 吊掛, 吊喪, 吊兒郎當"
1559,793,陶,jiu4,皋陶
1559,793,陶,tou4,"陶冶, 陶俑, 陶遨, 陶醉, 陶器, 陶鑄, 陶犬瓦雞, 陶然自得, 熏陶, 其樂陶陶姓名"
1560,792,伐,fat6,"伐木, 砍伐, 木伐, 步伐, 征伐, 討伐, 口誅筆伐"
1561,789,療,liu4,"療養, 治療"
1561,789,療,liu6,「療liu4」的異讀字
1562,788,瓶,peng4,「瓶ping4」的異讀字
1562,788,瓶,ping4,"瓶頸, 花瓶, 新瓶舊酒, 瓶塞, 瓶口, 瓶裝, 保溫瓶, 奶瓶, 守口如瓶"
1563,787,婆,po4,"婆婆, 婆娑, 婆家, 婆婆媽媽"
1564,787,臂,bei3,"臂膀, 臂章, 臂助, 交臂"
1565,785,撫,fu2,"撫養, 安撫, 撫今追昔, 撫琴, 撫恤, 撫掌, 撫摸, 撫慰, 撫弄, 撫順"
1566,784,摸,mo2,"摸索, 渾水摸魚, 捉摸"
1566,784,摸,mok3,「摸mo2」的異讀字
1566,784,摸,mok6,「摸mo2」的異讀字
1566,784,摸,mou4,同「摹」字
1567,783,忍,jan2,"忍耐, 忍心, 忍受, 不忍, 忍讓, 忍痛, 容忍"
1567,783,忍,jan5,「忍jan2」的異讀字
1568,783,蝦,haa1,"蝦米, 蝦蟹, 蝦鬚, 蝦兵蟹將"
1568,783,蝦,haa4,蝦蟆
1569,780,胸,hung1,"胸襟, 胸懷, 胸有成竹, 胸骨"
1570,780,鄰,leon4,"鄰近, 鄰居, 鄰家, 毗鄰, 睦鄰"
1571,779,偶,ngau5,"偶爾, 偶像, 偶而, 偶然, 偶發, 偶遇, 偶一為之, 偶發性, 偶數"
1572,779,擠,zai1,"擠塞, 排擠, 擠眉弄眼, 擠壓, 擠迫, 擠擁, 擠兌, 擠奶"
1573,779,棄,hei3,"棄置, 棄權, 拋棄, 遺棄, 離棄, 見棄, 棄市(古執行死刑後，將屍體棄置街頭示眾)"
1574,779,鞏,gung2,鞏固
1575,777,鋪,pou1,"鋪敘, 鋪張, 鋪陳, 鋪墊, 鋪蓋, 鋪天蓋地, 鋪眉苫眼, 鋪張揚厲, 鋪錦列繡, 平鋪直敘"
1575,777,鋪,pou3,"鋪位, 鋪面, 鋪保, 店鋪"
1576,776,乳,jyu5,"乳牛, 乳房, 乳液, 乳酪, 乳汁, 乳酸, 乳臭未乾"
1577,776,槽,cou4,"馬槽, 河槽"
1578,776,鬆,sung1,"鬆懈, 鬆散, 鬆弛, 鬆動, 鬆軟, 鬆脫"
1579,775,仁,jan4,"仁德, 杏仁, 麻木不仁, 仁厚, 仁愛, 仁慈, 仁政, 仁兄, 蝦仁, 仁至義盡, 仁心仁術, 仁人君子, 仁者樂山, 一視同仁"
1580,775,吉,gat1,"吉祥, 吉利, 吉凶, 吉慶, 良辰吉日"
1581,775,鄧,dang6,姓氏
1582,774,熔,jung4,同「鎔」字
1583,774,爛,laan6,"爛漫, 腐爛, 破爛, 潰爛"
1584,774,磚,zyun1,"磚頭, 拋磚引玉"
1585,773,租,zou1,"租用, 租賃, 租稅, 租約"
1586,772,簽,cim1,"簽約, 簽名, 簽收"
1587,770,烏,wu1,"烏魚, 烏合之眾, 烏天黑地"
1588,769,艦,laam6,"艦艇, 艦隊, 艦隻, 戰艦"
1589,767,伴,bun6,"伴侶, 伙伴, 結伴同行, 伴奏, 伴娘, 伴當, 伴讀, 伴食宰相, 良伴, 陪伴"
1589,767,伴,pun5,「伴bun6」的異讀字，口語讀音
1590,767,瓜,gwaa1,"瓜分, 瓜果, 瓜葛, 瓜田李下, 瓜熟蒂落"
1591,765,丙,bing2,"丙等, 丙夜, 付丙(燒棄), 丙吉問牛(1)十「天干」之三 (2)姓氏 "
1592,762,暫,zaam6,"暫時, 短暫, 暫停, 暫定, 暫且, 暫別"
1593,762,燥,cou3,"燥熱, 乾燥"
1594,761,譜,pou2,"譜寫, 譜子, 譜系, 曲譜"
1595,760,橡,zoeng6,"橡膠, 橡皮艇, 橡皮圖章, 橡樹"
1596,756,暖,hyun1,同「暄」字
1596,756,暖,nyun5,"暖和, 溫暖, 暖流"
1597,756,柳,lau5,"柳營(軍營), 柳丁, 柳樹, 柳葉, 柳州, 柳枝, 柳絮, 尋花問柳, 霸陵折柳"
1598,756,牌,paai4,"牌照, 招牌, 牌樓, 牌坊, 牌價, 品牌, 牌位, 牌九, 牌桌, 牌局"
1599,756,秧,joeng1,"秧苗, 插秧"
1600,756,縴,hin1,"縴夫, 縴手, 拉縴"
1600,756,縴,hin3,「縴hin1」的異讀字
1601,756,迷,mai4,"迷信, 低迷, 撲朔迷離, 迷幻藥, 迷茫, 迷濛, 迷倒, 迷戀, 迷路, 迷宮, 迷惑, 迷失, 迷惘, 當局者迷, 迷途知返, 迷你裙, 目眩神迷, 目迷五色"
1602,755,膽,daam2,"肝膽, 膽量, 膽識"
1603,755,詳,coeng4,"詳細, 安詳"
1603,755,詳,joeng4,同「佯」字
1604,753,簧,wong4,"簧片, 彈簧, 巧舌如簧, 皮簧, 單簧管, 唱雙簧"
1605,753,踏,daap6,"踏實, 踐踏, 踏雪尋梅, 踏步, 踏青, 踏板, 踏勘, 踏腳石, 踩踏"
1606,751,呆,daai1,「呆ngoi4」的異讀字
1606,751,呆,ngoi4,"呆子, 呆坐, 呆板, 呆笑, 呆滯, 呆若木雞, 目定口呆"
1607,750,瓷,ci4,"瓷器, 陶瓷, 瓷磚, 瓷片, 瓷窯, 白瓷"
1608,743,賓,ban1,"賓客, 賓主, 賓從, 賓至如歸, 賓主盡歡"
1608,743,賓,ban3,通「擯」字
1609,740,洛,lok3,"洛陽(地名), 洛河(水名)"
1609,740,洛,lok6,「洛lok3」的異讀字
1610,740,糊,wu4,糊塗
1611,736,憤,fan5,"憤怒, 憤慨, 憤恨, 憤憤不平, 憤懣, 憤世嫉俗, 公憤"
1612,736,競,ging3,「競ging6」的異讀字
1612,736,競,ging6,"競選, 競爭, 競相效尤, 競走, 競技, 競逐, 競賽, 端陽競渡"
1613,733,隙,gwik1,"隙縫, 隙地"
1613,733,隙,kwik1,「隙gwik1」的異讀字
1614,732,怒,nou6,"怒髮衝冠, 心花怒放, 狂風怒號, 怒吼, 怒火, 怒氣, 怒罵, 怒目, 怒濤, 怒潮, 怒江, 怒沖沖, 怒不可遏, 怒目相向"
1615,731,粘,nim4,"粘皮帶骨, 粘貼, 粘米"
1615,731,粘,zim1,「粘nim4」的異讀字，用於「粘米」一詞
1616,730,乃,naai5,"乃公, 乃翁, 乃爾, 乃是"
1616,730,乃,oi2,欸乃
1617,730,緒,seoi5,"心緒, 思緒, 情緒, 頭緒, 愁緒, 緒言, 餘緒, 意緒"
1618,729,肩,gin1,"肩負, 肩膀, 肩上, 肩頭, 肩胛骨, 肩胛, 肩起"
1619,727,籍,zik6,"籍貫, 書籍, 籍籍無名, 典籍, 國籍, 外籍, 帳籍, 戶籍"
1620,727,輝,fai1,"輝煌, 輝映, 清輝, 爭輝, 交輝"
1621,725,敏,man5,"敏感, 敏銳, 敏捷, 敏慧, 敏達, 聰敏"
1622,722,熙,hei1,"熙來攘往, 熙攘, 熙熙攘攘(1)光明 (2)和樂 (3)興起 (4)嬉戲 "
1623,721,皆,gaai1,"皆知, 皆宜"
1624,717,桿,gon1,"桿菌, 桿棒, 筆桿, 槍桿, 槓桿"
1624,717,桿,gon2,「桿gon1」的異讀字
1624,717,桿,gon3,「桿gon1」的異讀字
1625,716,偵,zing1,"偵查, 偵破, 偵測, 偵察, 偵緝"
1626,714,懸,jyun4,"懸掛, 懸疑, 懸崖勒馬, 懸殊, 懸案, 懸浮, 懸賞, 懸崖, 懸吊, 懸空, 懸腕, 懸而未決, 懸壺濟世"
1627,712,掘,gwat6,"掘出, 掘起"
1628,711,享,hoeng2,"享受, 享有, 享用, 享年, 享受到, 享譽, 享樂, 享福, 享壽"
1629,710,糾,dau2,「糾gau2」的異讀字
1629,710,糾,gau2,"糾正, 糾紛, 糾眾, 糾集, 糾葛, 糾察, 糾彈, 糾謬, 糾纏(1)纏繞 (2)集聚 (3)督察 (4)矯正 "
1630,709,醒,seng2,「醒sing2」的異讀字，口語讀音
1630,709,醒,sing1,「醒sing2」的異讀字，詩詞用之
1630,709,醒,sing2,"醒悟, 睡醒, 醒目, 酒醒, 醒覺, 清醒, 甦醒, 半夢半醒, 如夢初醒"
1631,708,狂,kong4,「狂kwong4」的異讀字
1631,708,狂,kwong4,"狂人, 狂妄, 狂熱, 狂放, 狂奔, 狂狷, 狂歡, 瘋狂, 癲狂"
1632,708,鎖,so2,"鎖鑰, 封鎖, 霧鎖雲埋, 門鎖, 鎖鏈, 枷鎖, 鎖匙, 鎖匠, 鎖骨, 連鎖反應"
1633,707,恨,han6,"恨怨, 仇恨, 恨之入骨, 恨不得, 恨事, 飲恨, 遺恨, 憎恨, 悔恨, 報仇雪恨, 憤恨不平, 抱恨終天, 相逢恨晚, 深仇大恨"
1634,707,牲,saang1,"牲口, 牲畜, 牲殺, 牲頭, 犧牲"
1634,707,牲,sang1,「牲saang1」的異讀字
1635,705,霸,baa3,"霸王, 霸佔, 霸道, 霸權, 霸主, 霸氣, 霸業, 惡霸, 爭霸"
1635,705,霸,paak3,「霸baa3」的異讀字
1636,704,誌,zi3,"誌喜, 誌慶, 雜誌"
1637,700,爬,paa4,"爬蟲, 爬山, 爬升, 爬牆, 爬行"
1638,699,賞,soeng2,"賞月, 賞識, 賞心悅目, 賞金, 賞賜, 賞罰分明, 賞玩, 賞給, 賞罰, 賞錢, 賞心"
1639,698,玩,waan4,"玩耍, 玩笑"
1639,698,玩,wun6,"玩弄, 玩味, 玩物, 玩意, 玩藝, 玩世不恭, 玩物喪志, 古玩, 珍玩"
1640,698,逆,ngaak6,「逆jik6」的異讀字，口語讀音
